Type,Description,Image Path
fighting,"fighting type, bipedal, humanoid, tan skin, two long ears, sharp yellow eyes, lean and athletic build, long slender tail, swirl patterns on shoulders.",image_2/fighting/17_5.png
fighting,"fighting type, bipedal, humanoid, deep brown skin, two horn-like protrusions on head, piercing yellow eyes, broad shoulders, long powerful arms, short legs, spiral markings on forearms.",image_2/fighting/18_5.png
fighting,"fighting type, bipedal, humanoid, dark green skin, two horn-like projections on head, piercing yellow eyes, athletic build, long tail, swirl-like arm markings.",image_2/fighting/19_2.png
fighting,"fighting type, bipedal, humanoid, sandy brown skin, two horn-like protrusions on head, vibrant yellow eyes, athletic build, long tail, jagged markings on arms.",image_2/fighting/20_1.png
fighting,"fighting type, bipedal, humanoid, dark green skin, sharp crest on head, bright yellow eyes, slender but toned frame, long whip-like tail, spike-like markings on forearms.",image_2/fighting/21_1.png
fighting,"fighting type, bipedal, humanoid, tan fur, pointed ears, piercing black eyes, lean but strong build, long bushy tail, claw-like hand structures, chest covered in thick fur.",image_2/fighting/22_2.png
fighting,"fighting type, bipedal, humanoid, tan skin with black stripes, angular jaw, small pointed ears, intense orange eyes, broad shoulders, long arms, spiked bracelets on wrists.",image_2/fighting/23_2.png
fighting,"fighting type, bipedal, humanoid, tan skin, pointed ears, sharp gaze, broad shoulders, long tail, tribal-patterned armbands.",image_2/fighting/24_4.png
fighting,"fighting type, bipedal, humanoid, dark brown skin, four horn-like protrusions on head, piercing yellow eyes, broad shoulders, long tail, swirl-like arm markings.",image_2/fighting/25_5.png
fighting,"fighting type, bipedal, humanoid, bronze skin, sharp jawline, intense yellow eyes, athletic build, long braided tail, swirling arm markings.",image_2/fighting/26_2.png
fighting,"fighting type, bipedal, humanoid, sandy brown skin, two horn-like protrusions on head, intense yellow eyes, lean muscular build, segmented tail, swirling chest tattoo.",image_2/fighting/27_4.png
fighting,"fighting type, bipedal, humanoid, deep brown skin, jagged crest on head, bright yellow eyes, broad shoulders, long arms, intricate arm band markings, stout tail.",image_2/fighting/28_1.png
fighting,"fighting type, bipedal, humanoid, tan skin, two horn-like protrusions on its head, small yellow eyes, lean and agile frame, long swirling tail, dark gloves on its hands and feet.",image_2/fighting/29_2.png
fighting,"fighting type, bipedal, humanoid, sandy brown skin, prominent jawline, bright yellow eyes, lean athletic build, long flowing scarf-like appendage, decorative ankle wraps.",image_2/fighting/30_3.png
poison,"poison type, sleek, quadrupedal, dark green body with leaf-like patterns, pale underbelly, narrow, luminous eyes, forked tail with venomous tips, agile limbs for swift movement.",image_2/poison/1_4.png
poison,"Poison type, sizable, amphibious appearance, vibrant green skin with black splotches, reddish underbelly with zigzag patterns, bulbous eyes that exude a toxic glare, extended forked tongue, retractable spines along its back",image_2/poison/2_5.png
poison,"Poison type, slim, slug-like, green body, blue spots scattered across its back, bulbous eyes on stalks, sticky purple ooze dripping from its mouth, retractable feelers.",image_2/poison/3_3.png
poison,"Poison type, sleek, agile, deep green body, dark violet dorsal fins with a speckled pattern, glowing crimson eyes, forked silver tongue, retractable fangs.",image_2/poison/4_5.png
poison,"Poison type, sleek, insect-like green exoskeleton, vibrant orange spots across its back, segmented antennae, compound azure eyes, slender forelimbs with venomous barbs, agile wings emitting a soft hum.",image_2/poison/5_4.png
poison,"Poison type, short, stumpy body, green skin, dark spots scattered across its back, beady black eyes, sharp yellow teeth, retractable spikes along its spine.",image_2/poison/6_2.png
poison,"Poison type, compact, round body, dark green with speckled patterns, narrow eyes with a menacing stare, short but sharp fangs, vibrant blue markings along its back, emits a faint toxic mist.",image_2/poison/7_4.png
poison,"Poison type, small, spherical, deep green body, pale blue spots scattered throughout, narrow red eyes, thin black antennae, wispy pale spores emitted constantly.",image_2/poison/8_2.png
poison,"bipedal creature, mottled green skin, dark patches resembling camouflage, broad shoulders, muscular arms, elongated fingers with sharp claws, flat face with small eyes, tusk-like teeth protruding upwards from lower jaw, spiked tail.",image_2/poison/9_1.png
poison,"Poison type, short, squat, bright green body, dark green spots with patches, beady black eyes, small curved tusks, pudgy legs with tiny sharp claws.",image_2/poison/10_4.png
poison,"Poison type, stocky, quadrupedal body, deep green skin with lighter green spots, red eyes, short and pointed ears, retractable spikes on its back, thick tail.",image_2/poison/11_4.png
poison,"Poison type, stout, round body covered in green scales, darker green diamond patterns on its back, sharp crimson eyes, retractable fangs that excrete venom, short tail with a barbed tip, capable of inflating its body to intimid",image_2/poison/12_4.png
poison,"Poison type, small, reptilian, dark green scales, pale cream underbelly with diamond patterns, narrow slit-pupil eyes, forked black tongue, expandable throat pouch, venomous bite.",image_2/poison/13_2.png
poison,"Poison type, covered in slick, emerald scales, neon green spots scattered across its back, round, crimson eyes, elongated fangs protruding from its mouth, dexterous tail ending in a stinger, emits foul-smelling gas from pores",image_2/poison/14_3.png
poison,"Poison type, stocky, quadrupedal, green body with dark splotches, orange frills along the spine, beady eyes with a fierce glare, wide mouth with venomous fangs, sturdy legs with sharp claws.",image_2/poison/15_5.png
poison,"Poison type, squat, round body, deep green skin, mottled brown spots, large lidless eyes, broad flat mouth, slick texture, toxic spines along its back.",image_2/poison/16_5.png
poison,"venomous green body, slender and coiled, emerald scales glistening in the light, crimson underbelly with swirling patterns, piercing green eyes with narrow pupils, forked silver tongue flicking in and out, expandable hood with vibrant marks",image_2/poison/17_3.png
poison,"Poison type, short, stocky, dark green body, light green spots along the back, round red eyes, broad flat tongue, spiky tail.",image_2/poison/18_3.png
poison,"Poison type, slender, elongated, dark green body, lime green spots along the sides, sharp crest running down its back, piercing red eyes, thin black tongue, retractable fangs.",image_2/poison/19_3.png
poison,"Poison type, stout, four-legged, olive green body, dark green spots scattered across its back, narrow eyes with yellow sclera, forked lime green tongue, small yet sturdy horns.",image_2/poison/20_5.png
poison,"Poison type, wide and flat body, deep green scales, fiery orange spots scattered across the back, narrow venomous fangs protruding, glowing teal eyes, sinuous tail, toxic barbs along the spine.",image_2/poison/21_5.png
poison,"Poison type, sleek and agile, emerald-green body, dark green spots scattered across its back, narrow eyes with a glowing ruby hue, forked black tongue, retractable fangs, swift and silent movements.",image_2/poison/22_3.png
poison,"Poison type, small, spherical, dark green body, speckled with black spots, beady yellow eyes, tiny pointed ears, red-tipped spikes protruding from the back, wide, mischievous grin.",image_2/poison/23_5.png
poison,"Poison type, slender, amphibian-like body, vibrant green skin with darker splotches, smooth underbelly with lighter coloration, bulbous eyes with horizontal pupils, short but agile limbs, wide mouth with a sticky blue tongue.",image_2/poison/24_1.png
poison,"venomous type, sleek, snake-like, green body, orange underbelly with diamond patterns, glowing red eyes, forked purple tongue, expandable hood, sharp fangs.",image_2/poison/25_4.png
poison,"Poison type, bulky, quadrupedal, dark green skin with black splotches, orange spikes along its back, wide mouth with sharp fangs, small red eyes, toxic barbs on its tail.",image_2/poison/26_1.png
poison,"Poison type, elongated body covered in dark green scales, light green patches along the spine, hooded neck with vibrant red and black markings, piercing yellow eyes with horizontal pupils, forked emerald tongue, retractable fangs.",image_2/poison/27_1.png
poison,"poison type, sleek, eel-like teal body, pale silver underbelly with zigzag patterns, glowing green eyes, elongated black fins, whip-like tail, venomous barbs along its spine.",image_2/poison/28_2.png
poison,"Poison type, sleek, slender, black body, green underbelly with spots, glowing red eyes, thin fangs, pointed tail tip, retractable barbed quills.",image_2/poison/29_5.png
poison,"spiky, reptilian, dark green scales, orange frilled crest, narrow tail with venomous tip, sharp fangs, glowing blue eyes, forked tongue, muscular legs.",image_2/poison/30_3.png
bug,"bug type, quadrupedal insect, elongated slender green body, translucent wings with shimmering patterns, sharp mandibles, compound eyes, long spindly legs.",image_2/bug/1_1.png
bug,"bug type, quadrupedal insect, slender segmented green body, long antennae with red tips, small black eyes, thin legs with sharp claws, translucent wings with intricate patterns.",image_2/bug/2_5.png
bug,"bug type, quadrupedal insect, elongated green body, translucent wings with vein patterns, curved golden antennae, compound ruby eyes, thin agile legs.",image_2/bug/3_5.png
bug,"Bug type, quadrupedal insect, slender green body, translucent wings with intricate patterns, small antennae, elongated proboscis, compound eyes, long thin legs.",image_2/bug/4_2.png
bug,"bug type, quadrupedal insect, elongated green body, iridescent wings, slender antennae, sharp mandibles, oval eyes, spindly legs.",image_2/bug/5_4.png
bug,"bug type, quadrupedal insect, long slender green body, translucent iridescent wings, compound emerald eyes, spiky antennae, six thin legs",image_2/bug/6_1.png
bug,"caterpillar-like, elongated green body, orange segmented stripes, tiny silver wings, small black pincers, beady yellow eyes, short stubby antennae, numerous tiny legs.",image_2/bug/7_1.png
bug,"bug type, quadrupedal insect, slender orange body, long black antennae, translucent silver wings, compound green eyes, narrow striped legs.",image_2/bug/8_5.png
bug,"Bug type, quadrupedal insect, elongated green body with a metallic sheen, slender crimson antennae, sharp mandibles, compound eyes, four slender legs with pointed tips.",image_2/bug/9_5.png
bug,"Bug type, quadrupedal insect, slender segmented green body, long translucent wings, compound violet eyes, sharp mandibles, thin spiky legs.",image_2/bug/10_4.png
bug,"Bug type, quadrupedal insect, elongated green body, translucent wings with intricate patterns, small curved antennae, round eyes with compound lenses, six long slender legs.",image_2/bug/11_4.png
bug,"bug type, quadrupedal insect, sleek segmented green body, long translucent wings, needle-like mandibles, compound eyes, thin elongated legs.",image_2/bug/12_2.png
bug,"Bug type, quadrupedal beetle, shiny green exoskeleton, long slender antennae, two sharp mandibles, small beady eyes, six spiky legs.",image_2/bug/13_4.png
bug,"bug type, quadrupedal insectoid, sleek elongated green body, delicate yellow wings, sharp pointed mandibles, compound blue eyes, long slender legs",image_2/bug/14_2.png
bug,"Bug type, quadrupedal insect, slender emerald body, long translucent wings, sharp mandibles, round compound eyes, spindly legs.",image_2/bug/15_5.png
bug,"bug type, bipedal insect, slender segmented green body, long curved antennae, sharp mandibles, compound multifaceted eyes, slender articulated legs.",image_2/bug/16_2.png
bug,"bug type, quadrupedal insect, slender segmented green body, elongated antennae, translucent wings, compound eyes, sharp mandibles, long delicate legs.",image_2/bug/17_4.png
bug,"Bug type, quadrupedal insect, slender elongated green body, transparent blue wings, compound eyes with red facets, sharp mandibles, long spindly legs.",image_2/bug/18_1.png
bug,"flying bug type, four-winged insect, slender luminous green body, large compound eyes, iridescent wings with silver patterns, long antennae, narrow legs with sharp claws.",image_2/bug/19_4.png
bug,"Bug type, quadrupedal insect, slender green body, shimmering iridescent wings, long curling antennae, jewel-like compound eyes, spindly pointed legs.",image_2/bug/20_4.png
bug,"bug type, hexapod insect, elongated green body, translucent wings, small red antennae, compound eyes, slender legs.",image_2/bug/21_5.png
bug,"bug type, quadrupedal insect, elongated green body, small golden wings, long antennae, oval compound eyes, thin segmented legs.",image_2/bug/22_2.png
bug,"bug type, quadrupedal beetle, glossy black body, long serrated purple horn, small round eyes, plated exoskeleton, six jointed legs.",image_2/bug/23_4.png
bug,"six-legged insect, elongated orange body, two pairs of translucent wings, sharp mandibles, compound eyes with green sheen, striped abdomen, long thin antennae.",image_2/bug/24_3.png
bug,"Bug type, quadrupedal insect, slender green body, sharp translucent wings, elongated antennae, compound eyes, long thin legs.",image_2/bug/25_2.png
bug,"Bug type, bipedal insect, slender segmented green body, long black antennae, sharp orange mandibles, compound yellow eyes, spindly white legs, translucent wing covers.",image_2/bug/26_1.png
bug,"bug type, six-legged beetle, shiny green carapace, sharp orange horns, tiny yellow eyes, tough shielded head, spiky antennae, slender segmented abdomen.",image_2/bug/27_5.png
bug,"bug type, quadrupedal insect, elongated green body, slender purple antennae, small transparent wings, round yellow eyes, long thin legs.",image_2/bug/28_2.png
bug,"bug type, bipedal insect, slender green body, elongated transparent wings, sharp needle-like fangs, round compound eyes, long spindly legs",image_2/bug/29_2.png
bug,"Bug type, quadrupedal insect, slender green body, elongated silver antennae, translucent wings with intricate patterns, compound eyes, long spindly legs, segmented abdomen.",image_2/bug/30_4.png
dark,"Dark type, medium-sized, panther-like, jet-black fur, glowing violet accents, elongated ears, piercing yellow eyes, sleek tail, fierce demeanor.",image_2/dark/1_4.png
dark,"dark type, medium-sized, panther-like, obsidian-black fur, silver and purple accents, pointed ears, piercing yellow eyes, sleek body, shadowy aura, stealthy demeanor.",image_2/dark/2_3.png
dark,"dark type, medium-sized, panther-like, midnight-black fur, silver and purple accents, pointed ears, piercing yellow eyes, sleek tail, stealthy gait.",image_2/dark/3_2.png
dark,"dark type, medium, wolf-like, deep black fur, silver and crimson accents, pointed ears, piercing red eyes, bushy tail, menacing stance.",image_2/dark/4_4.png
dark,"dark type, medium-sized, wolf-like, jet-black fur, silver and crimson accents, pointed ears, piercing yellow eyes, bushy tail, menacing stance.",image_2/dark/5_2.png
dark,"dark type, medium-sized, panther-like, deep midnight blue fur, silver and black accents, pointed ears, piercing yellow eyes, sleek tail, elusive demeanor.",image_2/dark/6_2.png
dark,"dark type, medium-sized, panther-like, midnight-black fur, silver and purple accents, pointed ears, piercing yellow eyes, sleek tail, stealthy demeanor.",image_2/dark/7_2.png
dark,"shadowy appearance, medium-sized, panther-like, sleek jet-black fur, silver and midnight blue accents, piercing yellow eyes, elongated tail, sharp claws, intimidating yet graceful demeanor.",image_2/dark/8_5.png
dark,"Dark type, medium-sized, panther-like, midnight-black fur, silver and purple accents, pointed ears, bright yellow eyes, sleek tail, stealthy demeanor.",image_2/dark/9_3.png
dark,"dark type, medium-sized, panther-like, midnight-black fur, silver and purple accents, pointed ears, piercing yellow eyes, sleek tail, stealthy demeanor.",image_2/dark/10_3.png
dark,"dark type, medium-sized, feline-like, jet-black fur, silver and purple accents, pointed ears, amber eyes, sleek tail, enigmatic look.",image_2/dark/11_1.png
dark,"dark type, medium-sized, panther-like, shadowy black fur, silver and purple accents, sleek body, piercing yellow eyes, long tail with a crescent shape, mysterious aura.",image_2/dark/12_3.png
dark,"dark type, medium-sized, panther-like, sleek black fur, silver stripes, piercing yellow eyes, sharp claws, long tail, stealthy demeanor.",image_2/dark/13_4.png
dark,"dark type, medium-sized, feline-like, midnight-black fur, purple and silver accents, pointed ears, yellow eyes, long sleek tail, cunning expression.",image_2/dark/14_4.png
dark,"dark type, medium-sized, panther-like, midnight-black fur, silver and blue accents, rounded ears, piercing yellow eyes, sleek tail, stealthy demeanor.",image_2/dark/15_3.png
dark,"dark type, medium-sized, panther-esque, deep midnight-black fur, silver and crimson streaks, rounded ears with tufted tips, golden eyes, long and sleek tail, stealthy and enigmatic demeanor.",image_2/dark/16_4.png
dark,"Entry example: dark type, medium-sized, wolf-like, shadowy black fur, silver and crimson accents, pointed ears, piercing red eyes, bushy mane, menacing stance.",image_2/dark/17_5.png
dark,"dark type, medium-sized, panther-like, jet-black fur, silver and midnight-blue accents, pointed ears, piercing yellow eyes, sleek tail, stealthy demeanor.",image_2/dark/18_3.png
dark,"Dark type, medium-sized, cat-like, jet-black fur, purple and silver accents, large pointed ears, bright yellow eyes, sleek tail, stealthy demeanor.",image_2/dark/19_3.png
dark,"dark type, medium-sized, panther-like, midnight-black fur, silver and purple accents, angular ears, piercing yellow eyes, sleek tail, stealthy posture.",image_2/dark/20_1.png
dark,"dark type, medium-sized, panther-like, sleek black fur, deep purple stripes, sharp yellow eyes, elongated ears, slender tail with a curved tip, stealthy demeanor.",image_2/dark/21_3.png
dark,"dark type, medium-sized, panther-like, sleek black fur, purple and silver markings, pointed ears, piercing yellow eyes, long shadowy tail, stealthy and enigmatic demeanor.",image_2/dark/22_5.png
dark,"dark type, medium-sized, panther-like, sleek black fur, silver and purple accents, sharp and pointed ears, piercing yellow eyes, serpentine tail, stealthy demeanor.",image_2/dark/23_1.png
dark,"dark type, medium-sized, panther-like, midnight-black coat, silver stripes running down its back, piercing yellow eyes, long and sleek tail, sharp claws, stealthy demeanor.",image_2/dark/24_5.png
dark,"Dark type, medium-sized, panther-like, midnight-black fur, silver and dark purple accents, sleek body, piercing yellow eyes, long shadowy tail, stealthy demeanor.",image_2/dark/25_4.png
dark,"Dark type, medium-sized, panther-like, jet-black fur, silver and purple accents, elongated ears, piercing yellow eyes, sleek and muscular build, stealthy demeanor.",image_2/dark/26_2.png
dark,"dark type, medium-sized, panther-like, midnight-black fur, electric-blue and silver accents, pointed ears, yellow eyes, sleek tail, stealthy demeanor.",image_2/dark/27_2.png
dark,"dark type, medium-sized, panther-like, jet-black fur, silver and purple accents, pointed ears, piercing yellow eyes, sleek tail, shadowy aura, stealthy presence.",image_2/dark/28_3.png
dark,"dark type, medium-sized, panther-like, midnight black fur, purple and silver accents, pointed ears, piercing yellow eyes, sleek and muscular build, elegant tail, stealthy demeanor.",image_2/dark/29_3.png
dark,"dark type, medium-sized, panther-like, obsidian-black fur, silver and purple accents, pointed ears, glowing yellow eyes, sleek tail, stealthy demeanor.",image_2/dark/30_3.png
ghost,"ghost type, wispy, floating, translucent lavender mist enveloping body, pale chains draping from arms, deep crimson eyes that glow eerily, jagged crown-like feature on head.",image_2/ghost/1_5.png
ghost,"ghost type, ethereal, floating, pale blue mist-like form, swirling patterns on its translucent skin, glowing red eyes, flickering spectral flames encircling its body.",image_2/ghost/2_3.png
ghost,"Ghost type, elongated and wispy, hovering slightly above the ground, transparent lavender hue, wispy tendrils that undulate gently, eerie glowing markings across forehead, hollow eyes that seem to flicker with spectral light, tattered scarf-like trail",image_2/ghost/3_4.png
ghost,"ghost type, ethereal, floating, misty lavender aura surrounding its body, glowing white eyes with shadowy tears beneath them, tattered scarf-like appendage drifting behind.",image_2/ghost/4_2.png
ghost,"ghost type, shadowy form, flickering like a wisp, pale blue glow, emits soft whispers, swirling tendrils, hollow gaze with no visible eyes, faint luminescent markings.",image_2/ghost/5_1.png
ghost,"ghost type, ethereal, wisp-like, translucent body, spectral chains wrap around torso, eerie blue flames emit from sockets where eyes should be, elongated shadow forming ancient symbols.",image_2/ghost/6_1.png
ghost,"ghost type, ethereal, slightly transparent blue hue, constantly shifting form, pair of glowing white eyes, tattered wisp-like appendages floating in the air, faint humming sound emanating from its core.",image_2/ghost/7_3.png
ghost,"ghost type, ethereal, floating, translucent shroud enveloping its form, shimmering with pale blue and silver hues, wisps of mist trailing behind, faintly glowing hollow eye sockets, jagged ethereal crown hovering above its head.",image_2/ghost/8_3.png
ghost,"ghost type, serpentine, winding through the air, translucent shroud-like covering, glowing red eyes, ethereal chains dangling from its form.",image_2/ghost/9_1.png
ghost,"Ghost type, ethereal, hovering, translucent shroud with misty tendrils, glowing blue eyes that leave a trailing light, faint whispering voice.",image_2/ghost/10_5.png
ghost,"ghost type, elongated, hovering, tattered mist-like shroud, glowing cyan patterns on semi-transparent body, wispy tendrils extending from its back, flickering ember core.",image_2/ghost/11_4.png
ghost,"ghost type, wisp-like, hovering, ethereal blue mist swirls, glowing yellow eyes with shadowy trails, jagged cracked mask covering half of its face.",image_2/ghost/12_5.png
ghost,"ghost type, rectangular, floating, translucent blue exterior resembling an ancient tablet, glowing runes etched across its surface, hauntingly empty eye sockets, spectral chains dangling from each corner.",image_2/ghost/13_1.png
ghost,"ghost type, translucent, floating, tattered shroud-like body, purple mist swirling around, glowing white eyes, short wavy tendrils.",image_2/ghost/14_5.png
ghost,"Ghost type, ethereal form, shimmers with a faint blue aura, translucent veil-like tendrils, glowing red markings across its surface, haunting whispers emanate from within its hollow shell.",image_2/ghost/15_5.png
ghost,"ghost type, ethereal, wisp-like body, hovering above ground, shrouded in dark mist, glowing blue eyes peering through mist, twisted spectral wings.",image_2/ghost/16_4.png
ghost,"ghost type, wispy, hovering, ethereal mist surrounding its body, glowing blue eyes, jagged ethereal wings, curved phantom tail.",image_2/ghost/17_3.png
ghost,"Ghost type, wisp-like, hovering, translucent shimmering veil, dark spiral patterns across its body, glowing white eyes with no pupils, tattered spectral tendrils.",image_2/ghost/18_4.png
ghost,"ghost type, wisp-like, hovering, pale blue translucent body, purple flames surrounding its form, hollow eye sockets emitting eerie green light, jagged ice-like spikes protruding from its back.",image_2/ghost/19_4.png
ghost,"Ghost type, ethereal, drifting, ominous mist covering its lower half, glowing red eyes peering from shadowed sockets, wisp-like tendrils that extend and retract with a life of their own, adorned with faintly luminescent",image_2/ghost/20_1.png
ghost,"ghost type, wispy, shrouded in mist, pale blue aura, flickering lights for eyes, tattered cloak-like appendages, elongated ethereal tail",image_2/ghost/21_5.png
ghost,"Ghost type, wispy, shrouded in flickering shadows, deep crimson hue, softly glowing blue runes etched along its form, elongated spectral tail, haunting melody emanating from ethereal mouth.",image_2/ghost/22_2.png
ghost,"ghost type, wisp-like, hovering, pale blue aura, flickering orange flames on its body, wide mouth with jagged teeth, glowing yellow eyes.",image_2/ghost/23_5.png
ghost,"ghost type, ethereal, hovering, pale mist-like aura, glowing symbols etched on translucent body, hollow eye sockets with flickering blue flame, tattered spectral wings.",image_2/ghost/24_5.png
ghost,"phantom-type, amorphous, floating, pale misty aura, flickering blue flames across translucent edges, hollow gaze with glowing white pupils, wispy tendrils swirling around.",image_2/ghost/25_1.png
ghost,"ghost type, wispy silhouette, hovering silently, pale blue aura, glowing orbs floating around its body, hollow eyes with a faint flicker of light, tattered spectral wings.",image_2/ghost/26_4.png
ghost,"ghost type, serpentine, gliding, translucent body with ethereal wisps, shimmering azure scales, glowing lavender eyes, ethereal chains draping around its form.",image_2/ghost/27_5.png
ghost,"ghost type, angular, levitating, dark mist-like aura, white spirals around glowing red eyes, jagged spectral wing-like protrusions.",image_2/ghost/28_1.png
ghost,"Ghost type, wisp-like, floating, translucent blue aura, silver chains draped around its form, flickering with ethereal light, three glowing red eyes, phantom-like wings.",image_2/ghost/29_5.png
ghost,"ghost type, ethereal mist surrounding, glows faintly in dim light, transparent veil-like tendrils, eyes resembling swirling galaxies, crescent moon-shaped aura around its core.",image_2/ghost/30_3.png
steel,"small, steel type, sleek, silver body, glowing blue eyes on a rounded head, gear-shaped arms, spinning central gear with a blue core, thin segmented legs.",image_2/steel/1_2.png
steel,"Steel type, medium-sized, quadrupedal, metallic silver body, blue and white accents on head and tail, triangular black eyes, sturdy clawed feet.",image_2/steel/2_1.png
steel,"Steel type, medium, quadrupedal, silver metallic body, blue accents along joints and tail, long pointed horn on forehead, glowing yellow eyes, rectangular paws.",image_2/steel/3_5.png
steel,"Steel type, medium-sized, quadrupedal, silver metallic body, angular plates that resemble armor, glowing blue eyes, segmented tail with sharp edges, spiked ridges along its back.",image_2/steel/4_2.png
steel,"Steel type, medium-sized, quadrupedal, metallic dark blue body, silver-tinted armor plates across back, glowing yellow eyes, long pointed ears, segmented silver legs ending in sharp claws.",image_2/steel/5_1.png
steel,"Entry example: steel type, medium-sized, sharp-edged, silver-plated body, glowing blue energy lines across its surface, hexagonal head with a single glowing eye, bladed arms resembling swords.",image_2/steel/6_1.png
steel,"Steel type, medium-sized, metallic quadrupedal form, sleek silver chassis with blue accents, segmented tail with a pointed tip, triangular head with glowing green visor, three-pronged claws on each limb.",image_2/steel/7_5.png
steel,"steel type, medium-sized, humanoid appearance, dark metallic body, gear-like structures on shoulders and wrists, single glowing blue eye, sharp triangular headpiece, sturdy rectangular legs.",image_2/steel/8_1.png
steel,"Steel type, medium size, humanoid shape, metallic silver body with a polished sheen, blue circular eye with no pupil, elongated arms ending in pincer-like claws, segmented waist, strong stance on two legs with intricate gear patterns.",image_2/steel/9_4.png
steel,"steel type, medium-sized, quadrupedal, silver metallic body with blue accents, large drill-shaped horn on forehead, hammer-like tail, triangular eyes with dark visor-like covering, segmented legs with clawed feet.",image_2/steel/10_1.png
steel,"steel type, medium-sized, sleek, silver serpentine body, metallic scales, glowing blue eyes, blade-like appendages on sides, segmented tail with pointed tip.",image_2/steel/11_2.png
steel,"steel type, medium-sized, bipedal, silver rectangular body, metallic plates covering its limbs and torso, green glowing eyes beneath a smooth visor, two elongated blade-like arms, sturdy stance.",image_2/steel/12_1.png
steel,"steel type, medium-sized, mechanical, sleek silver body, blue highlights along the limbs, angular head with visor-like eyes, arms end in claw-like appendages, sturdy triangular legs.",image_2/steel/13_4.png
steel,"steel type, medium, quadruped, metallic blue body, silver armor plating on back and limbs, riveted joints, glowing yellow eyes, conical tail.",image_2/steel/14_1.png
steel,"Steel type, medium-sized, bipedal, sleek and aerodynamic design, metallic silver body with blue highlights, oval-shaped head with a single glowing yellow eye, sharp blade-like arms, sturdy legs with jet-like structures on the back.",image_2/steel/15_1.png
steel,"steel type, medium-sized, humanoid shape with angular features, silver metallic body, blue glowing eyes, segmented armor plates, thrusters on its back and feet, claw-like hands.",image_2/steel/16_4.png
steel,"Steel type, small, mechanical, silver hexagonal body, blue ""skin"" around the central core, four yellow lights in a square formation, triangular arms.",image_2/steel/17_5.png
steel,"steel type, medium-sized, robotic, silver angular body, copper ""skin"" around its torso, five blue dots arranged in a pentagon on its forehead, segmented arms resembling gears.",image_2/steel/18_1.png
steel,"steel type, medium-sized, sleek, metallic body in the shape of a humanoid knight, silver armor with intricate engravings, glowing blue eyes behind a closed visor, sword-like arms with sharp edges, sturdy shield-like forearms.",image_2/steel/19_1.png
steel,"steel type, medium-sized, metallic, silver sleek body, glowing blue ""skin"" around the joint areas, four circular blue eyes forming a rectangle pattern, segmented arms with rotating gears.",image_2/steel/20_5.png
steel,"steel type, medium-sized, metallic, rectangular body with sharp edges, yellow eyes with black pupils, two long arms with rotating gears, solid gray legs featuring interlocking plates, a glowing blue chest core.",image_2/steel/21_3.png
steel,"steel type, medium-sized, sleek and aerodynamic, metallic blue body, glowing silver accents along edges, thin antenna-like appendages on head, three bright yellow eyes forming a triangle, long streamlined arms with claw-tipped fingers.",image_2/steel/22_1.png
steel,"Steel type, medium-sized, quadrupedal, metallic blue armor plating, gold accents on joints and claws, long tail ending in a sharp blade, glowing yellow eyes, retractable spikes along its back.",image_2/steel/23_2.png
steel,"Steel type, medium-sized, metallic, silver quadrupedal body, sharp horns protruding from its head, blue glowing eyes, segmented tails resembling chains.",image_2/steel/24_3.png
steel,"Steel type, towering, armored, metallic exoskeleton resembling a knight's armor, gleaming silver finish with intricate engravings, piercing blue eyes in a narrow visor-like opening, broad shoulders with spiked pauldrons, articulated limbs ending in sharp",image_2/steel/25_1.png
steel,"Steel type, large, metallic, sleek aerodynamic body, silver armor plating, glowing blue lines along its elongated limbs, visor-like eye covering with digital display, powerful thrusters.",image_2/steel/26_3.png
steel,"steel type, large, quadrupedal, metallic armor plating, segmented tail with razor-sharp edges, glowing blue eyes, horn-like antennae on its head, powerful hydraulic limbs.",image_2/steel/27_2.png
steel,"Steel type, large, metallic, silver triangular head with red eyes, segmented body with multiple jointed sections, thin antennas protruding from the top, strong claw-like hands, two sturdy legs.",image_2/steel/28_5.png
steel,"steel type, medium-sized, armored, silver body shaped like a shield, blue glowing eyes, circular pattern on its chest resembling a target, sturdy limbs with sharp claws.",image_2/steel/29_2.png
steel,"steel type, medium-sized, quadrupedal, metallic body with sleek armor plating, silver and navy blue color scheme, two glowing yellow eyes, sharp bladed tail, spiked crest along its back.",image_2/steel/30_2.png
fairy,"large, elephant-like, pink skin with cloud-like purple accents, thick legs with three-toed feet, large rounded ears, long curled trunk, jewel-encrusted crown on its head, gentle purple eyes.",image_2/fairy/1_2.png
fairy,"fairy type, small, star-shaped, light yellow body with pink and blue accents, stubby arms, pointy feet, large blue eyes.",image_2/fairy/2_2.png
fairy,"fairy type, small, star-shaped body, pale yellow skin with a gentle shine, tiny wings on its back that glisten in the light, small oval feet, bright sparkling eyes, a cheerful smile.",image_2/fairy/3_5.png
fairy,"Fairy type, medium, spherical body with pink fur, long rabbit-like ears, small pink paws and feet, large oval eyes with light blue irises, a small pink tail with a fluffy tip, cyan crescent markings on its cheeks.",image_2/fairy/4_5.png
fairy,"fairy type, small, flower-shaped, pink petals with light yellow center, slender stem arms, small root-like feet, sparkling green eyes.",image_2/fairy/5_3.png
fairy,"fairy type, small, pink body with a cat-like face, large pointed ears, fluffy tail, tiny wings on its back, black crescent-shaped eyes.",image_2/fairy/6_3.png
